License,Type of licenses,Name,Contact,Address,"City,State,Zip",County,Phone,ExpirationDate,Website
98572,Food Establishment Licenses,PARKER'S #29,GREGORY PARKER,10525 ABERCORN ST,"SAVANNAH, GA     31419",CHATHAM,(912) 921-1899,6/30/2026,
91023,Food Establishment Licenses,WALMART SUPERCENTER #605,TIM SKINNER,1955 E MONTGOMERY CROSSROADS,"SAVANNAH, GA     31406",CHATHAM,(912) 354-0335,6/30/2026,
4920121,Food Establishment Licenses,GIGI'S CUPCAKES,XIAORU SHI,225 W BROUGHTON ST,"SAVANNAH, GA     31401",CHATHAM,(912) 495-8886,6/30/2026,
57860,Food Establishment Licenses,CHUS BAY INC,SHAO CHU,1336 W BAY ST,"SAVANNAH, GA     31415",CHATHAM,(912) 234-1190,6/30/2026,
4987252,Food Establishment Licenses,HABERSHAM MARKET,ZINALBEN PATEL,1220 HABERSHAM ST,"SAVANNAH, GA     31401",CHATHAM,(912) 344-4260,6/30/2026,
26984,Food Establishment Licenses,BAKERS PRIDE INC,Al Lang,840 E DE RENNE AVE,"SAVANNAH, GA     31405",CHATHAM,(912) 355-1155,6/30/2025,
5204278,Food Establishment Licenses,PARKER'S KITCHEN #123,GREGORY PARKER,2500 FORT ARGYLE,"SAVANNAH, GA     31419",CHATHAM,(912) 446-4970,6/30/2026,
4920255,Food Establishment Licenses,UNFORGETTABLE BAKERY,BELINDA BAPTISTE,238 EISENHOWER DR,"SAVANNAH, GA     31406",CHATHAM,(912) 355-6160,6/30/2026,
1409306,Food Establishment Licenses,DOLLAR GENERAL STORE #4485,TODD VASOS,1180 KING GEORGE BLVD,"SAVANNAH, GA     31419",CHATHAM,(912) 244-4104,6/30/2026,
2041428,Food Establishment Licenses,WALGREENS #15611,,2109 E VICTORY DR,"SAVANNAH, GA     31404",LAKE,(912) 354-2603,6/30/2026,
2994423,Food Establishment Licenses,FARM TRUCK 912,TERI SCHELL,3124 E VICTORY DR,"SAVANNAH, GA     31404",CHATHAM,(912) 484-0279,10/8/2025,
93972,Food Establishment Licenses,ROSS DRESS FOR LESS #813,TODD SCHAFFLER,7805 ABERCORN ST STE 14B,"SAVANNAH, GA     31406",CHATHAM,(912) 352-1419,6/30/2026,
4896977,Food Establishment Licenses,GARDEN CITY CHEVRON,DIXAL PATEL,1210 US HWY 80,"SAVANNAH, GA     31408",CHATHAM,(912) 966-1288,6/30/2026,
5512096,Food Establishment Licenses,AUSPICIOUS BAKING CO. BREAD & BUTTER,MARK EKSTROM,104 BRYAN WOODS RD,"SAVANNAH, GA     31410",CHATHAM,(912) 247-2078,6/30/2026,
91182,Food Establishment Licenses,UNITED DISTRIBUTORS INC,DOUG HERTZ,770 KING GEORGE BLVD,"SAVANNAH, GA     31419",CHATHAM,(912) 305-2000,6/30/2026,
5874222,Food Establishment Licenses,HANMI ORIENTAL MARKET,MYUNGSEOK YOON,2 E DERENNE AVE,"SAVANNAH, GA     31405",CHATHAM,(912) 355-6411,6/30/2026,
4920156,Food Establishment Licenses,CHU'S III,DIPESH PATEL,1015 WATERS AVE,"SAVANNAH, GA     31404",CHATHAM,(912) 234-1973,6/30/2025,
1756425,Food Establishment Licenses,KRISHNA GROCERY,YOGINI PATEL,11 GATEWAY BLVD STE 27,"SAVANNAH, GA     31419",CHATHAM,(912) 925-1160,6/30/2026,
5510671,Food Establishment Licenses,"MAJ ICE COMPANY, LLC",MARY ANN GOODGAME,5630 OGEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,(912) 507-9198,6/30/2026,
6028886,Food Establishment Licenses,YUMMI SUSHI @KROGER #609,,495 JOHNNY MERCER BLVD,"SAVANNAH, GA     31410",CHATHAM,(972) 402-9498,6/30/2026,
4897204,Food Establishment Licenses,EAST COAST WAREHOUSE AND DISTRIBUTION CORPORATION OF GA,JAMES OVERLEY & DANIEL HORGAN,521 MORGAN LAKES INDUSTRIAL BLVD,"SAVANNAH, GA     31407",CHATHAM,(912) 348-4016,6/30/2026,
1408651,Food Establishment Licenses,DOLLAR GENERAL STORE #12117,TODD VASOS,4628 OGEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,(912) 201-0464,6/30/2026,
77030,Food Establishment Licenses,OGEECHEE CHEVRON,Rajesh Patel,3912 OGEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,(912) 447-0730,6/30/2026,
99634,Food Establishment Licenses,THE HOME DEPOT #170,FRANK BLAKE,1901 E VICTORY DR,"SAVANNAH, GA     31404",CHATHAM,(912) 352-3562,6/30/2026,
4409855,Food Establishment Licenses,WALGREENS #21192,,300 W BROUGHTON ST,"SAVANNAH, GA     31401",CHATHAM,847-527-2334,6/30/2026,
4577455,Food Establishment Licenses,MILK MAID MADE,NATASHA CONYERS,915 MONTGOMERY ST UNIT A,"SAVANNAH, GA     31401",CHATHAM,(240) 687-8669,6/30/2023,
1369439,Food Establishment Licenses,CUP TO CUP COFFEE ROASTERS,JAMES SPANO,140 JOHNNY MERCER BLVD STE 14,"SAVANNAH, GA     31410",CHATHAM,(912) 856-5866,6/30/2026,
2795453,Food Establishment Licenses,LA TAPATIA,PILAR GUTIEREZ DE ALVARADO,5548 OGEECHEE RD STE I,"SAVANNAH, GA     31405",CHATHAM,(912) 358-0046,6/30/2026,
1335441,Food Establishment Licenses,JONES RED AND WHITE 2,MICHAEL JONES,3310 OGEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,(912) 656-1234,6/30/2026,
4410292,Food Establishment Licenses,APPLIED INDUSTRIAL TECHNOLOGIES - DIXIE INC,NEIL SCHRIMSHER,1050 W LATHROP AVE,"SAVANNAH, GA     31415",CHATHAM,(912) 234-1371,6/30/2026,
4897400,Food Establishment Licenses,FIVE STAR FOOD SERVICE INC,SEAN ROGERS,10 BRASSELER BLVD,"SAVANNAH, GA     31419",CHATHAM,(912) 233-5200,6/30/2026,
2994444,Food Establishment Licenses,WHITAKER MARKET,VRAJESH PATEL,102 W 37TH ST,"SAVANNAH, GA     31401",CHATHAM,(912) 447-5629,6/30/2026,
4766965,Food Establishment Licenses,EISENHOWER BP,ROMIN PATEL,2010 EISENHOWER DR,"SAVANNAH, GA     31406",CHATHAM,(912) 352-8338,6/30/2026,
4986409,Food Establishment Licenses,"COLONIAL TERMINALS, INC",CHRISTIAN DEMERE,101 N LATHROP AVE,"SAVANNAH, GA     31415",CHATHAM,(912) 236-1331,6/30/2026,
1970432,Food Establishment Licenses,MAJ ICE COMPANY LLC,MARY ANN GOODGAME,198 E VICTORY DR,"SAVANNAH, GA     31405",CHATHAM,912-897-1700,6/30/2026,
1970466,Food Establishment Licenses,LOWERY SEAFOOD,ROBERT LOWERY,207 MAPMAKER LN,"SAVANNAH, GA     31410",CHATHAM,912-227-0856,4/30/2020,
4577454,Food Establishment Licenses,ISREALTY PROPERTIES,ASSAF GLEIZNER,1000 EISENHOWER DR,"SAVANNAH, GA     31406",CHATHAM,(912) 376-9928,6/30/2026,
5874021,Food Establishment Licenses,EVERPLATE LLC,STAVROS TSAKLAS,324 W BOLTON ST,"SAVANNAH, GA     31401",CHATHAM,(570) 468-4205,6/30/2026,
4323306,Food Establishment Licenses,PARKER'S #78,GREGORY PARKER,5906 OGEECHEE RD,"SAVANNAH, GA     31419",CHATHAM,(912) 658-3834,6/30/2026,
1491493,Food Establishment Licenses,DOLLAR GENERAL STORE #13629,TODD VASOS,1920 E PRESIDENTS ST,"SAVANNAH, GA     31404",CHATHAM,(912) 231-4787,6/30/2026,
5874074,Food Establishment Licenses,TROUPIAL,MARIA LAPREA,817 E 70TH ST,"SAVANNAH, GA     31405",CHATHAM,(912) 419-7727,6/30/2026,
4347408,Food Establishment Licenses,PRANVI LLC,KRUSHIL PATEL,206 E VICTORY DR,"SAVANNAH, GA     31405",CHATHAM,912-355-7196,6/30/2026,
1973064,Food Establishment Licenses,GULF STATES COLD STORAGE CO,JOHN CRISP,106 ELI WHITNEY BLVD,"SAVANNAH, GA     31408",CHATHAM,(912) 508-0739,12/31/2025,
2042386,Food Establishment Licenses,CVS PHARMACY #4261,,2055 E VICTORY DR,"SAVANNAH, GA     31404",CHATHAM,(912) 236-2465,6/30/2026,
4955708,Food Establishment Licenses,SAVANNAH HOCKEY COMPANY,JOASIS SMOKER,135 E 57TH ST,"SAVANNAH, GA     31405",CHATHAM,(912) 657-4241,6/30/2025,
4897085,Food Establishment Licenses,OGLETHORPE CHOCOLATES,DENISE NOKES,436 E OGLETHORPE AVE,"SAVANNAH, GA     31401",CHATHAM,(912) 712-3549,6/30/2024,
6028895,Food Establishment Licenses,SUPREME PRODUCE @KROGER #460,DOROTHY NGUYEN,7 DIAMOND CSWY 12,"SAVANNAH, GA     31406",CHATHAM,(972) 402-9498,6/30/2026,
5105745,Food Establishment Licenses,CHILES VERDES,JESUS HERNANDEZ,11812 MIDDLEGROUND RD STE 200,"SAVANNAH, GA     31419",CHATHAM,(912) 677-8786,6/30/2026,
2530502,Food Establishment Licenses,CHARLOTTE'S CONFECTIONS,CHARLOTTE DIXON,140 JOHNNY MERCER BLVD STE 15,"SAVANNAH, GA     31410",CHATHAM,(912) 657-2927,6/30/2026,
4322404,Food Establishment Licenses,RIVER STREET SWEETS,TIMOTHY STRICKLAND,3507 SKIDAWAY RD,"SAVANNAH, GA     31404",CHATHAM,912-999-7929,6/30/2026,
1970447,Food Establishment Licenses,TWO SMART COOKIES,WILLIAM HANNAN,6512 WHITE BLUFF RD,"SAVANNAH, GA     31405",CHATHAM,(912) 353-2253,6/30/2026,
3260405,Food Establishment Licenses,SHOP N GO 4,VINITKUMAR PATEL,2008 GROVE POINT RD,"SAVANNAH, GA     31419",CHATHAM,(912) 925-2511,6/30/2026,
82301,Food Establishment Licenses,WALGREENS #6098,G. WASSON,125 JOHNNY MERCER BLVD,"SAVANNAH, GA     31410",LAKE,(912) 897-8875,6/30/2026,
4576412,Food Establishment Licenses,THE HUB,PANKIL PATEL,4402 MONTGOMERY ST,"SAVANNAH, GA     31405",CHATHAM,912-436-6357,6/30/2026,
2795878,Food Establishment Licenses,DISCOUNT CORNER #3,SUMIT SAPKOTA,10401 ABERCORN ST,"SAVANNAH, GA     31419",CHATHAM,(912) 349-5914,6/30/2026,
5451461,Food Establishment Licenses,AMERICA'S SECOND HARVEST OF COASTAL GEORGIA,MARY JANE CROUCH,1380 CHATHAM PKWY,"SAVANNAH, GA     31404",CHATHAM,(912) 236-6750,6/30/2026,
5511566,Food Establishment Licenses,ALL THINGZ SWEET,VANESSA POWERS,5501 ABERCORN STREET UNIT C,"SAVANNAH, GA     31405",CHATHAM,(912) 658-3704,6/30/2026,
70859,Food Establishment Licenses,KRISPY KREME DOUGHNUT CORP #86,TONY THOMPSON,11506 ABERCORN ST,"SAVANNAH, GA     31419",CHATHAM,(912) 925-2981,6/30/2026,
5874441,Food Establishment Licenses,MARATHON,VIRAL PATADIYA,329 E MONTGOMERY CROSSROAD,"SAVANNAH, GA     31406",CHATHAM,(912) 349-5261,6/30/2026,
5511720,Food Establishment Licenses,NOURIA 7002 GA HIGHWAY 21,TONY EL-NEMR,7002 GA HIGHWAY 21,"SAVANNAH, GA     31407",CHATHAM,(912) 964-1593,6/30/2026,
5203987,Food Establishment Licenses,"FANCY NANCY'S, LLC",PAUL LAVALLE,1000 EISENHOWER,"SAVANNAH, GA     31406",CHATHAM,(347) 723-3159,6/30/2025,
5451435,Food Establishment Licenses,"SAVANNAH DISTRIBUTING CO., INC",HENRY MONSEES,11 INTERCHANGE DR,"SAVANNAH, GA     31402",CHATHAM,(912) 233-1167,6/30/2026,
95040,Food Establishment Licenses,THE KROGER COMPANY STORE #645,DAVE DILLON,5720 OGEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,(912) 235-3420,6/30/2026,
1335442,Food Establishment Licenses,PARKER'S #35,GREGORY PARKER,5300 SKIDAWAY RD,"SAVANNAH, GA     31404",CHATHAM,(912) 354-7273,6/30/2026,
80266,Food Establishment Licenses,WALMART SUPERCENTER #635,TIM SKINNER,6000 OGEECHEE RD,"SAVANNAH, GA     31419",CHATHAM,(912) 921-0882,6/30/2026,
6028899,Food Establishment Licenses,YUMMI SUSHI @KROGER #645,,5720 OGEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,(972) 402-9498,6/30/2026,
4896731,Food Establishment Licenses,NORTHERN TOOL AND EQUIPMENT CO.,RYAN KOTULA,7505 ABERCORN ST,"SAVANNAH, GA     31406",CHATHAM,(912) 235-0202,6/30/2025,
83836,Food Establishment Licenses,PARKER'S #22,GREGORY PARKER,325 MARTIN LUTHER KING JR BLVD,"SAVANNAH, GA     31401",CHATHAM,(912) 447-0023,6/30/2026,
87441,Food Establishment Licenses,PARKER'S #27,GREGORY PARKER,1910 E PRESIDENT ST,"SAVANNAH, GA     31404",CHATHAM,(912) 232-5602,6/30/2026,
2530401,Food Establishment Licenses,MABEL FRANCES POTTER'S CUPCAKE EMPORIUM,KAREN GIBSON,151 W BRYAN ST,"SAVANNAH, GA     31401",CHATHAM,912-341-8014,6/30/2022,
80162,Food Establishment Licenses,SAVANNAH CANDY KITCHEN,STAN STRICKLAND,318 W SAINT JULIAN ST,"SAVANNAH, GA     31401",CHATHAM,(912) 232-2639,6/30/2026,
3445573,Food Establishment Licenses,VIET HUONG ORIENTAL MARKET,HONG TRAN,7044 HODGSON MEMORIAL DR,"SAVANNAH, GA     31406",CHATHAM,(912) 335-7849,6/30/2026,
4576407,Food Establishment Licenses,AIRWAYS SHELL,ARPITABEN PATEL,294 CROSSROADS PKWY,"SAVANNAH, GA     31408",CHATHAM,912-965-0110,6/30/2026,
2041956,Food Establishment Licenses,OKEY TROPICAL MARKET,HELEN EMEH,7082 HODGSON MEMORIAL DR,"SAVANNAH, GA     31406",CHATHAM,(912) 484-6132,6/30/2026,
4256786,Food Establishment Licenses,GEODIS,"OZBURN-HESSEY HOLDING COMPANY, LLC",503 MORGAN LAKES INDUSTRIAL BLVD STE 100,"SAVANNAH, GA     31407",CHATHAM,(615) 504-5600,6/30/2026,
4789206,Food Establishment Licenses,CROOK FACTORY,GREG THORNTON,4117 MONTGOMERY STREET UNIT A & B,"SAVANNAH, GA     31405",CHATHAM,912 257 8608,6/30/2025,
27265,Food Establishment Licenses,PEPSI COLA BOTTLING CO OF SAVANNAH,BRIAN NURSE,4009 MONTGOMERY ST,"SAVANNAH, GA     31405",CHATHAM,(912) 231-2913,6/30/2024,
5105944,Food Establishment Licenses,RHOOT MAN BEVERAGE COMPANY,SIDNEY LANCE,7506 WHITE BLUFF RD UNIT C,"SAVANNAH, GA     31406",CHATHAM,(912) 414-1302,6/30/2026,
2796329,Food Establishment Licenses,"THE ICE HOUSE, LLC",ROBERT PRICE,2711 WHATLEY AVE,"SAVANNAH, GA     31404",CHATHAM,(912) 354-7877,6/30/2026,
29262,Food Establishment Licenses,SHYAM FOOD MART,HEMANT PATEL,2201 W BAY ST,"SAVANNAH, GA     31415",CHATHAM,(912) 232-7126,6/30/2026,
3452414,Food Establishment Licenses,BYRD COOKIE COMPANY,STEPHANIE LINDLEY,423 E RIVER ST,"SAVANNAH, GA     31401",CHATHAM,(912) 721-1566,6/30/2026,
2994449,Food Establishment Licenses,ZACK'S QUICK STOP,ZIAD ABDULLAH,2701 OGEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,(912) 844-3381,6/30/2023,
4896941,Food Establishment Licenses,LILIAM S & A LLC,LILIAM AGUILAR,10 QUACCO RD,"SAVANNAH, GA     31419",CHATHAM,(201) 304-2361,6/30/2026,
2994432,Food Establishment Licenses,DISCOUNT CORNER,MUKESH PATEL,1 E DERENNE ST,"SAVANNAH, GA     31405",CHATHAM,(912) 355-0107,6/30/2026,
5609592,Food Establishment Licenses,NOURIA 14000 ABERCORN EXPRESSWAY,TONY EL-NEMR,14000 ABERCORN EXPRESSWAY,"SAVANNAH, GA     31419",CHATHAM,(912) 927-3430,6/30/2026,
5451766,Food Establishment Licenses,PARKER'S KITCHEN #122,GREGORY PARKER,2341 HIGHWAY 17,"SAVANNAH, GA     31407",CHATHAM,(912) 231-1001,6/30/2026,
5511785,Food Establishment Licenses,OLLIE'S BARGAN OUTLET #577,MARK BUTLER,7400 ABERCORN ST.,"SAVANNAH, GA     31406",CHATHAM,(912) 446-3825,6/30/2026,
6204222,Food Establishment Licenses,WATERS PANTRY,MITULKUMAR PATEL,2014 WATERS AVE,"SAVANNAH, GA     31404",CHATHAM,(912) 622-2004,6/30/2026,
1970454,Food Establishment Licenses,RIVER STREET SWEETS,PAM STRICKLAND,4515 HABERSHAM ST,"SAVANNAH, GA     31405",CHATHAM,(912) 201-3654,6/30/2026,
2350403,Food Establishment Licenses,WHOLE FOODS MARKET,ALBERT PERCIVAL,1815 VICTORY AVE STE A,"SAVANNAH, GA     31404",CHATHAM,(912) 358-5829,6/30/2026,
4897075,Food Establishment Licenses,MARGUERITE'S ORGANIC MIXES,MARGUERITE CUQUET,2514 ABERCORN ST STE 140,"SAVANNAH, GA     31405",CHATHAM,(912) 247-6484,6/30/2023,
4986708,Food Establishment Licenses,EDIBLE ARRANGEMENTS #1714,MEGAN DAHM,10010 ABERCORN ST,"SAVANNAH, GA     31406",CHATHAM,(912) 925-8742,6/30/2026,
6028897,Food Establishment Licenses,SUPREME PRODUCE @KROGER #697,DOROTHY NGUYEN,318 MALL BLVD STE 100,"SAVANNAH, GA     31406",CHATHAM,(972) 402-9498,6/30/2026,
4577433,Food Establishment Licenses,EAGLE MARKET,VINAY PATEL,2120 W BAY ST,"SAVANNAH, GA     31415",CHATHAM,(912) 231-3585,6/30/2026,
36904,Food Establishment Licenses,PRITAN INC,,5815 WATERS AVE,"SAVANNAH, GA     31404",CHATHAM,(912) 352-7816,6/30/2023,
28480,Food Establishment Licenses,SHADY'S FOOD STORE,GIRISH PATEL,2215 M L KING BLVD,"SAVANNAH, GA     31401",CHATHAM,(912) 232-5299,6/30/2026,
4956397,Food Establishment Licenses,"NHS U.S., LLC",JAY JONES,217 BOURNE BLVD,"SAVANNAH, GA     31408",CHATHAM,(912) 330-8504,6/30/2026,
6028896,Food Establishment Licenses,YUMMI SUSHI @KROGER #460,,7 DIAMOND CSWY,"SAVANNAH, GA     31406",CHATHAM,(972) 402-9498,6/30/2026,
4877225,Food Establishment Licenses,SAVANNAH MARKET,SHUBHAM PATEL,130 E VICTORY DR,"SAVANNAH, GA     31405",CHATHAM,(912) 201-9463,6/30/2026,
5608695,Food Establishment Licenses,NEIGHBORHOOD NECTAR,SADE SHOFIDIYA,1000 EISENHOWER DR STE J,"SAVANNAH, GA     31406",CHATHAM,(912) 373-6811,6/30/2026,
32786,Food Establishment Licenses,SANDFLY CONV #8,JIM SHEFFIELD,1 DIAMOND CSWY STE 11,"SAVANNAH, GA     31406",CHATHAM,(912) 353-7254,6/30/2026,
3530530,Food Establishment Licenses,LOTTERY MACHINE STORE,MUKESH PATEL,10520 ABERCORN ST STE C,"SAVANNAH, GA     31419",CHATHAM,(912) 201-1118,6/30/2023,
1408975,Food Establishment Licenses,SCHWAN'S HOME SERVICE TRUCK #512123,GREG FLACK,43 ARTLEY RD,"SAVANNAH, GA     31408",CHATHAM,(843) 556-4455,10/19/2018,
1408576,Food Establishment Licenses,DOLLAR GENERAL STORE #12727,TODD VASOS,11975 APACHE AVE,"SAVANNAH, GA     31419",CHATHAM,(912) 920-8380,6/30/2026,
50912,Food Establishment Licenses,BILLS MINI MART,BILL LAL,1550 DEAN FOREST RD,"SAVANNAH, GA     31408",CHATHAM,(912) 964-1279,6/30/2023,
59557,Food Establishment Licenses,THE KROGER COMPANY STORE #418,DAVE DILLON,311 E GWINNETT ST,"SAVANNAH, GA     31401",CHATHAM,(912) 231-2260,6/30/2026,
4108416,Food Establishment Licenses,ASHFORD TEA COMPANY,WAYNE ASHFORD,406 E OGELETHORPE AVE,"SAVANNAH, GA     31401",CHATHAM,(317) 513-7544,6/30/2026,
2854443,Food Establishment Licenses,THE HOME DEPOT DC #5150,FRANK BLAKE,125 CROSSROADS PKWY,"SAVANNAH, GA     31407",CHATHAM,(832) 221-2414,6/30/2026,
4109437,Food Establishment Licenses,PUMP N GO SKIDAWAY,MARCSH PATEL,2016 SKIDAWAY RD,"SAVANNAH, GA     31404",CHATHAM,912-349-7716,6/30/2024,
59787,Food Establishment Licenses,PUBLIX SUPER MARKET #522,WILLIAM CRENSHAW,5500 ABERCORN ST STE 2,"SAVANNAH, GA     31405",POLK,(912) 353-1260,6/30/2026,
5608814,Food Establishment Licenses,PAYLESS CASH & CARRY GROCERY,VANDANA RAMTEKE,502 W 54TH ST,"SAVANNAH, GA     31405",CHATHAM,(912) 798-9584,6/30/2026,
527958,Food Establishment Licenses,SAVANNAH BEE COMPANY,THOMAS DENNARD,211 JOHNNY MERCER BLVD,"SAVANNAH, GA     31410",CHATHAM,(912) 234-0688,6/30/2026,
2530435,Food Establishment Licenses,FLIRT WITH DESSERT,ASHLEY ROBBINS,205 JOHNNY MERCER BLVD STE G,"SAVANNAH, GA     31410",CHATHAM,(912) 661-2662,6/30/2026,
28246,Food Establishment Licenses,SIDHHI VINAYAK ENTERPRISE INC,HETAL PATEL,12500 WHITE BLUFF RD,"SAVANNAH, GA     31419",CHATHAM,(912) 961-1222,6/30/2024,
5175132,Food Establishment Licenses,SUNNY'S FLASH MART,SAMIR PATEL,7308 HWY 21,"SAVANNAH, GA     31407",CHATHAM,(912) 966-2276,6/30/2026,
4323038,Food Establishment Licenses,MITLA TORTILLERIA,GRACE NEWLAND,2744 LOUISVILLE RD,"SAVANNAH, GA     31415",CHATHAM,(912) 228-3118,6/30/2026,
1408854,Food Establishment Licenses,SPICES ETC,JAMES KELLEY JR.,2822 LIMERICK ST,"SAVANNAH, GA     31404",CHATHAM,(912) 748-4436,6/30/2026,
44218,Food Establishment Licenses,ISLAND FOOD MART,BHARTI PATEL,200 JOHNNY MERCER BLVD,"SAVANNAH, GA     31410",CHATHAM,(912) 898-1666,6/30/2025,
88585,Food Establishment Licenses,RICH'S MACY'S #66,DENNIS BRODERICK,7804 ABERCORN EXT,"SAVANNAH, GA     31406",CHATHAM,(912) 353-3601,6/30/2026,
5608811,Food Establishment Licenses,COUNTRY CONVENIENCE,DEEP PATEL,12403 WHITE BLUFF RD,"SAVANNAH, GA     31419",CHATHAM,(912) 856-4484,6/30/2026,
1408988,Food Establishment Licenses,"LOWE'S HOME CENTERS, LLC #403",ROBERT NIBLOCK,1114 ABERCORN ST,"SAVANNAH, GA     31419",CHATHAM,(912) 927-0000,6/30/2026,
4495761,Food Establishment Licenses,EAGLE MARKET #2,NAVNITBHAI PATEL,1050 KING GEORGE BLVD,"SAVANNAH, GA     31419",CHATHAM,912-335-8240,6/30/2026,
4987268,Food Establishment Licenses,TWISTED SUGAR,NOELLE BYBEE,151 BRYAN ST,"SAVANNAH, GA     31401",CHATHAM,(801) 814-4904,6/30/2025,
5874648,Food Establishment Licenses,SAVANNAH THRILLS ON WHEELS,CHARLOTTE MCGEE,1000 EISENHOWER DR STE J,"SAVANNAH, GA     31406",CHATHAM,(912) 800-1412,6/30/2026,
3452418,Food Establishment Licenses,CAPITAL GROCERY,JIGAR PATEL,2010 CAPITAL ST,"SAVANNAH, GA     31404",CHATHAM,(912) 233-2527,6/30/2025,
79570,Food Establishment Licenses,PARKER'S #21,GREGORY PARKER,1976 E VICTORY DR,"SAVANNAH, GA     31404",CHATHAM,(912) 233-8898,6/30/2026,
2944403,Food Establishment Licenses,FUELS-N-PANTRY,RATNESH LAL,1220 MONTGOMERY ST,"SAVANNAH, GA     31401",CHATHAM,(912) 447-5629,6/30/2026,
5512320,Food Establishment Licenses,NOURIA 4318 OGEECHEE ROAD,TONY EL-NEMR,4318 OGEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,(912) 234-5294,6/30/2026,
1335431,Food Establishment Licenses,CHEN JACKIES SEAFOOD MARKET,HUI LIN CHEN,1117 E MONTGOMERY CROSSROADS,"SAVANNAH, GA     31406",CHATHAM,(912) 927-2266,12/31/2025,
4410148,Food Establishment Licenses,WHEATON BP,BIJAL PATEL,1300 WHEATON ST,"SAVANNAH, GA     31404",CHATHAM,760-267-1724,6/30/2025,
84815,Food Establishment Licenses,JACK'S GOURMET GATOR,JACK DOUGLAS,610 CHEVIS RD,"SAVANNAH, GA     31419",CHATHAM,(912) 925-4459,6/30/2026,
84815,Food Establishment Licenses,JACK'S GOURMET GATOR,JACK DOUGLAS,610 CHEVIS RD,"SAVANNAH, GA     31419",CHATHAM,(912) 925-4459,12/31/2025,
2994418,Food Establishment Licenses,BABY CAKES CONFECTIONERY,LOIS BROXTON,1701 1/2 BURROUGHS ST,"SAVANNAH, GA     31415",CHATHAM,(912) 436-5669,6/30/2025,
1335410,Food Establishment Licenses,DOLLAR GENERAL STORE #12313,TODD VASOS,43 W MONTGOMERY CROSSROADS SPC A,"SAVANNAH, GA     31406",CHATHAM,(912) 226-0590,6/30/2026,
70870,Food Establishment Licenses,CVS PHARMACY #4257,THOMAS MOFFATT,712 STEPHENSON AVE,"SAVANNAH, GA     31405",CHATHAM,(912) 354-7284,6/30/2026,
26741,Food Establishment Licenses,CIRCLE K STORES INC. #2707716,BRIAN HANNASCH,7716 HIGHWAY 80 EAST,"SAVANNAH, GA     31410",CHATHAM,(912) 897-0413,6/30/2026,
100200,Food Establishment Licenses,DOLLAR TREE STORE #1150,BOB SASSER,1915 E VICTORY DR STE F,"SAVANNAH, GA     31404",CHATHAM,(912) 352-2450,6/30/2026,
5873948,Food Establishment Licenses,HEALTH HARVEST,DELLA TOLBERT,324 W BOLTON ST,"SAVANNAH, GA     31401",CHATHAM,(678) 662-0314,6/30/2026,
5106330,Food Establishment Licenses,COLONIAL CHEMICAL SOLUTIONS,CLAYTON CHESHIRE,916 W LATHROP AVE,"SAVANNAH, GA     31415",CHATHAM,(912) 236-1331,6/30/2026,
5511107,Food Establishment Licenses,WHEATON MARKET,SAGAI RAJ SADASIVAN,1321 WHEATON STREET,"SAVANNAH, GA     31404",CHATHAM,(470) 626-4702,6/30/2026,
2794806,Food Establishment Licenses,DOLLAR GENERAL #15936,TODD VASOS,3111 SKIDAWAY RD,"SAVANNAH, GA     31404",CHATHAM,(912) 417-8592,6/30/2026,
4257083,Food Establishment Licenses,QUICK STOP #94,DIPEN PATEL,4801 OGEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,912-441-1123,6/30/2026,
4109432,Food Establishment Licenses,YASHVI FOOD MART,ANKIT PATEL,165 MAIN ST,"SAVANNAH, GA     31408",CHATHAM,912-346-3216,6/30/2026,
3452435,Food Establishment Licenses,CIRCLE K STORE #1412,TOM HARMAN,4315 OGEECHEE RD,"SAVANNAH, GA     31405",CHATHAM,(912) 231-9300,6/30/2026,
2994412,Food Establishment Licenses,CHOCOLAT BY ADAM TURONI,ADAM TURONI,236 BULL ST,"SAVANNAH, GA     31401",CHATHAM,(912) 335-2068,6/30/2026,
5609356,Food Establishment Licenses,TYBEE OYSTER COMPANY,ALEXANDER SOLOMON,6705 JOHNNY MERCER BLVD,"SAVANNAH, GA     31410",CHATHAM,(912) 521-4430,6/30/2026,
54755,Food Establishment Licenses,PUBLIX SUPER MARKET #456,TODD JONES,155 JOHNNY MERCER BLVD,"SAVANNAH, GA     31410",CHATHAM,(912) 897-8100,6/30/2026,
5511705,Food Establishment Licenses,NOURIA 10 EISENHOWER DRIVE,TONY EL-NEMR,10 EISENHOWER DRIVE,"SAVANNAH, GA     31406",CHATHAM,(912) 940-0030,6/30/2026,
30246,Food Establishment Licenses,YASH FOOD MART,VINOD PATEL,701 W 37TH ST,"SAVANNAH, GA     31415",CHATHAM,(912) 790-7088,6/30/2026,
